Account / 账号,Nickname / 昵称,Screenshot Name / 截图名称,Rank in Account / 账号内排序,Drama ID / 短剧ID,English Title / 英文剧名,Chinese Title / 中文剧名,Publish Time / 发布时间,Episodes / 集数,Views / 观看数,Duration Seconds / 总时长(秒),Duration Minutes / 总时长(分钟),Limited Free / 是否限免,English Themes / 英文题材,Chinese Themes / 中文题材,English Description Preview / 英文简介预览,Chinese Description / 中文简介,Description Truncated / 简介是否截断,Source Profile URL / 来源主页
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,30,ID 7654853676909253649,The Night I Bought Him,我买下他的那个晚上,2026-06-24 15:05:07,40,102795,2674,44.6,是 / Yes,Contract Lovers、Family Feud、Revenge,合约爱好者、家庭恩怨、复仇,"Amnesiac heiress Celeste buys rival tyco Adrian to uncover her parents' death. They pretend to be lovers, spy on each other, and team up against her scheming brother. Unraveling dark secrets and old conspiracies, they find truth and true love amid revenge and tension.",,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,31,ID 7626661261165646866,The Substitute Bride,替身新娘,2026-04-10 15:39:01,20,1417518,962,16.0,是 / Yes,Love After Marriage、Family Feud、Revenge,婚后的爱情、家庭恩怨、复仇,The Substitute Bride,,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,32,ID 7631152610900333586,Duke's Captive,公爵的俘虏,2026-04-22 16:07:56,23,1089816,1300,21.7,是 / Yes,Vampire、Revenge,吸血鬼、复仇,"Betrayed and killed by the woman he loved in their past life, a vampire duke locks her in a cage of obsessive possession after they both wake up reborn—only to find that this time, she’s not his enemy, but his most dangerous weapon of revenge.",,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,33,ID 7654921192478725141,Throne of Wolves: Fate Binds,狼王座：命运结合,2026-06-24 19:26:44,40,185760,2282,38.0,是 / Yes,Vampire、Romantic Complications、Superior and Inferior,吸血鬼、浪漫并发症、强弱逆袭,"Orphan Liana, a hidden werewolf descendant, endures abuse as vampire heir Carrion’s maid. Abandoned, she awakens her wolf blood, joins werewolf leader Raven, and seeks revenge. She infiltrates vampire castles, uncovers plots, fights foes, navigates love-hate struggles, finally claims the wolf throne and builds a new order.",,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,34,ID 7629243058986832914,The Elite Marriage,精英婚姻,2026-04-16 20:17:56,35,2903921,2129,35.5,是 / Yes,Contract Lovers、Revenge、Family Feud,合约爱好者、复仇、家庭恩怨,The Elite Marriage,,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,35,ID 7655181230707053588,Starlight to Old Years,星光岁月,2026-06-25 12:15:49,40,62491,2347,39.1,是 / Yes,City、Reconciliation、Romantic Complications,城市、和解、浪漫并发症,"Cold singer Lucas has a crush on classmate Layla for ten years. Reunited, he dotes and protects her silently. They go through misunderstandings, rival schemes and class gaps, resolve ten-year knots, cross barriers, and finally stay together.",,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,36,ID 7655181271949120532,Pretended Frailty: Whole Heart,假装脆弱：全心全意,2026-06-25 12:14:55,40,69442,2391,39.9,是 / Yes,Family Feud、Redemption、Romantic Complications,家庭恩怨、赎回、浪漫并发症,"Cold tycoon Kai pretends to be weak to avoid disputes. He meets healing illustrator Evelyn, who takes care of him. They fall in love amid warm companionship. Facing rival troubles and family plots, Kai secretly protects her. Finally, he reveals his identity, loves her openly, and they heal each other for a lifetime.",,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,37,ID 7654410246172988424,"Harbour Secrets, Crown Cracks",港口秘密，皇冠裂缝,2026-06-23 10:24:00,40,131340,2421,40.4,是 / Yes,Family Feud、Redemption、Family Disputes,家庭恩怨、赎回、家庭纠纷,"Fallen PR expert Ivy gets entangled in Klein Shipping’s inheritance storm while probing her mother’s disappearance. Heir Lucas is trapped in scandals. Teaming up, they fight his scheming cousin, crooked lawyer and fake engagement plot. Uncovering decade-old forged trusts and dock bombing secrets, they tear open the cracks in the capital crown.",,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,38,ID 7647480284648117256,Hidden Heiress & Secret Vow,隐藏的女继承人和秘密誓言,2026-06-04 18:11:34,60,366984,3696,61.6,是 / Yes,Married Life、Family Feud、Contract Lovers,婚姻生活、家庭恩怨、合约爱好者,"Anna, a struggling lawyer, signs a hidden marriage contract with cold-hearted tycoon heir Lucas to save her seriously ill mother. Caught in a brutal family power struggle, she faces plots from the stepmother, ex-fiancée and hidden schemers. From tentative suspicion and fierce rivalry, they join forces to expose dark family secrets. Breaking all shackles, they finally choose to walk side by side with independence.",,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,39,ID 7654916078950388752,Black Crown: Heir’s Deception,黑王冠：继承人的欺骗,2026-06-24 19:06:38,40,113351,2361,39.4,是 / Yes,Family Feud、Business Competition、Lost Child,家庭恩怨、商业竞赛、丢失的孩子,"Disgraced heiress Isabella teams up with ruthless tycoon Damian in a twisted inheritance battle. They fight a scheming brother, hypocritical father and hidden mastermind, exposing money laundering and identity fraud. She tears down the dark empire and rebuilds a new order.",,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,40,ID 7654478037631177746,Throne Beneath Power and Lies,权力与谎言之下的王座,2026-06-23 14:46:52,40,73004,2303,38.4,是 / Yes,Redemption、Family Disputes、Family Feud,赎回、家庭纠纷、家庭恩怨,"Bankrupt heiress Evelyn, as an M&A consultant, signs a contract marriage with cold tycoon Alexander to uncover her family’s collapse plot. They test each other, seize power together, expose wealthy capital secrets and family traitors. From mutual use to side-by-side, they finally win back everything and gain true love.",,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,41,ID 7654478082883146760,Rose Manor: Hidden Legacy,玫瑰庄园：隐藏的遗产,2026-06-23 14:45:58,40,91804,2407,40.1,是 / Yes,Mystery、Family Feud、Mistaken Identities,神秘、家庭恩怨、错误的身份,"Fallen heiress Evelyn returns to the wealthy circle as an art restorer, sneaking into the mysterious Rose Manor to investigate her father’s death. She teams up with cold heir Arthur, uncovering schemes, exposing the ""White Rose"" syndicate, and navigating revenge and love to find the truth.",,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,42,ID 7646820426089337872,Love Beyond Deal,爱超越交易,2026-06-05 13:13:39,59,797271,3932,65.5,是 / Yes,Family Feud、Love After Marriage、Married Life,家庭恩怨、婚后的爱情、婚姻生活,"Elena, a former brilliant ballerina reduced to a hotel pianist, signs a 6-month contract marriage with Sebastian, a cold and domineering tycoon, to cover her mother’s medical bills. Living together, they go from cautious testing to deep affection, facing family opposition, capital conspiracies and past traumas hand in hand. They save each other, grow together, and finally turn a fake marriage into a lifelong love.",,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,43,ID 7650067812282799122,MEMORY ANTIBODY,记忆抗体,2026-06-12 09:11:13,40,107670,2557,42.6,是 / Yes,Fantasy、Redemption、Mystery,奇幻、赎回、神秘,"As an elite hunter, K-7 gets trapped in a baffling conspiracy when ordered to capture fugitive Spirit Butterfly and extract her memories. Set in near-future Neo Kowloon where memories are traded and modified freely, both are disposable pawns of Project E-7, an initiative creating human-weapon specimens. K-7 turns out to be the biological son of L-0, the project’s core designer, while Spirit Butterfly bears all of L-0’s wiped memories as the vital key. Caught between hunt and escape, they unearth the memory scheme, the hidden mother-son secret and their destined bond step by step. In the finale",,是 / Yes,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,44,ID 7654853752003859457,Betrayed Heiress: Dark Revenge,被背叛的女继承人：黑暗复仇,2026-06-24 15:04:08,40,81192,2432,40.5,是 / Yes,Family Feud、Family Disputes,家庭恩怨、家庭纠纷,"Amnesiac heiress Celeste was framed by her cousin and fiancé, stripped of inheritance and disgraced. Three years later, she returns as a mysterious capital consultant, teams up with cold capital hunter Alexander, exposes family money laundering, avenges betrayers, regains everything and completes dark revenge amid love and hate.",,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,45,ID 7655251024138998805,Rose Reborn Golden Vengeance,玫瑰重生黄金复仇,2026-06-25 16:46:24,39,69867,2321,38.7,是 / Yes,Romantic Complications、City、Mistaken Identities,浪漫并发症、城市、错误的身份,"Eileen, the sole heir of a wealthy aristocratic family, gave up her huge fortune to marry Bryan, an ordinary entrepreneur. She devoted all her savings and connections to help him build his business. However, Bryan betrayed her, colluding with Lena, the financial director, to embezzle assets and frame Eileen, forcing her to leave with nothing. After five years of hard training abroad, Eileen returned as a top business operator. She launched a comprehensive commercial counterattack, breaking down Bryan's business empire step by step. In the end, the two villains got their due punishment. Eileen",,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,46,ID 7655251013976691733,Silent Turmoil Eternal Bond,无声的骚动 永恒的羁绊,2026-06-25 16:48:12,59,103696,3603,60.0,是 / Yes,Enemies to Lovers、Crime、Family Feud,从敌人到恋人、犯罪、家庭恩怨,"Two major underworld forces confront each other in West City. Quinn, the young leader of the Old Domain, suffers betrayal from his trusted follower, leaving his power on the verge of collapse. Mia, daughter of the rival gang's leader, detests her family's cruel deeds and always upholds kindness. The two start as enemies and gradually become allies. They expose plots, punish traitors and fight against brutal tyranny. After countless battles, trials of power and struggles of human nature, they break the doomed fate, end years of chaos and finally bring peace back to the whole city.",,否 / No,https://www.tiktok.com/@lovebiteshorts
lovebiteshorts,LoveBite Shorts,LoveBite Shorts,47,ID 7647398478791939080,Thorned Kiss Idols Revenge Darling,荆棘之吻偶像复仇亲爱的,2026-06-04 12:55:06,60,179943,3775,62.9,是 / Yes,Contract Lovers、Revenge、Celebrity,合约爱好者、复仇、名人,"Sienna, a top anti-fan, publicly denounces superstar Julian, triggering a huge online storm. Forced by public pressure, she signs a fake couple contract with him and moves into his mansion. Living together, they test each other but gradually fall for each other, accidentally getting involved in a dark capital conspiracy. After betrayals, breakups and life-and-death trials, they join hands to expose the plot, clearing all grievances. Finally, the former enemies become true lovers.",,否 / No,https://www.tiktok.com/@lovebiteshorts
dramavault40,物語の空,物語の空,1,ID 7654503712534172692,Soft Cage: She Closed the Door,软笼：她关上了门,2026-06-23 16:24:49,40,319184,2452,40.9,是 / Yes,Contract Lovers、Revenge、Family Feud,合约爱好者、复仇、家庭恩怨,"Evel Ashford, a wealthy heiress, marries Adrian, an ambitious commoner. He poisons her, controls her mind, and seizes her fortune. Pretending insane, Evel teams up with old love Simon to gather evidence. She exposes Adrian and his mistress Leah, tears off the fake marriage, regains everything, and takes charge of her life.",,否 / No,https://www.tiktok.com/@dramavault40
dramavault40,物語の空,物語の空,2,ID 7652482742894285825,The Pretense Game,假装游戏,2026-06-18 05:42:19,48,409604,3404,56.7,是 / Yes,Family Feud、Mistaken Identities、Family & Ethics,家庭恩怨、错误的身份、家庭与道德,"To save her mother, who is dying from late-stage stomach cancer, impoverished student Ella is forced to pose as a wealthy heiress and enter the brutal “Pretense Game.” Teaming up with Leo, another impostor, she fights back against the identity tests and humiliation of an elite campus, uncovers the foundation’s money-laundering scheme hidden behind its scholarship program, and finds true love between lies and truth.",,否 / No,https://www.tiktok.com/@dramavault40
dramavault40,物語の空,物語の空,3,ID 7644468037164291073,Experiment Brother,实验兄弟,2026-06-06 16:35:08,25,329576,1449,24.1,是 / Yes,Mistaken Identities、Fantasy、Adventure,错误的身份、奇幻、冒险,"Zane, a mutant with a living mark, is rescued by his adoptive sister Lila. Her touch is the antidote to his poison and the key to his powers. Hunted by a mad scientist, they escape a collapsing alien lab. Lila’s blood awakens his space‑ripping and mind‑control abilities. They destroy the monster doctor, flee the self‑destructing base, and crash back to Earth—free at last, not as siblings, but as soulmates.",,否 / No,https://www.tiktok.com/@dramavault40
dramavault40,物語の空,物語の空,4,ID 7654323016620463122,Silent Stake: Hidden Truth,沉默的赌注：隐藏的真相,2026-06-23 04:43:22,40,320572,2404,40.1,是 / Yes,Contract Lovers、Revenge、Family Feud,合约爱好者、复仇、家庭恩怨,"Clair Winston, a fallen socialite, returns with a secret equity stake, disrupting a century-old merger between two powerful clans. Cold heir Adrian Blackwood initially sees her as a threat, yet they team up amid suspicion and tension. Together, they uncover truths behind a decade-old yacht blast, family bankruptcy, and hidden dark money. Amid fierce power struggles, identity twists and intense chemistry, they fight the mysterious Silent Stakeholder pulling all strings.",,否 / No,https://www.tiktok.com/@dramavault40
